timepoint,Gen_Index,available
12,Chambersburg 12 (Guilford AE12),1.0
12,B Chambersburg 13 (CCLP),0.0
12,B Chambersburg 47 (CCLP),0.0
12,Mt Bethel CC 3,0.0
12,Mt Bethel CT 2,0.0
12,Mt Bethel CT 1,0.0
12,Bethlehem CT5,1.0
12,Bethlehem CT7,1.0
12,Bethlehem ST4,1.0
12,Bethlehem CT3,1.0
12,Bethlehem CT6,1.0
12,Bethlehem CT2,1.0
12,Bethlehem ST8,1.0
12,Bethlehem CT1,0.0
12,Fremont ST 3,1.0
12,Fremont CT 2,1.0
12,Fremont CT 1,1.0
12,Choctaw 3 CT,0.0
12,Choctaw 4 ST,0.0
12,Choctaw 2 CT,0.0
12,Choctaw 1 CT,0.0
12,Springdale 5 (AE5),1.0
12,Springdale 3 (AE3),1.0
12,Springdale 4 (AE4),1.0
12,Hanging Rock 1,1.0
12,Hanging Rock 2,0.5180958099999999
12,Buchanan 1 (BuchanCO),0.0
12,Buchanan 2 (BuchanCO),0.0
12,Grand Central 2,1.0
12,Grand Central 3,0.0
12,Grand Central 1,1.0
12,MH 750 STM 1 (Phillips),1.0
12,MH 750 CT 1 (Phillips),1.0
12,MH 750 CT 3 (Phillips),1.0
12,MH 750 CT 2 (Phillips),0.0
12,Prairie State 1,1.0
12,Prairie State 2,0.931561297
12,Oaks LF 2,1.0
12,Oaks LF 1,0.0
12,Rockford 2/21,0.0
12,Lakewood CT1,0.0
12,Lakewood CT2,0.0
12,Warren County RR NUG,0.4
12,Warren County LF 1,1.0
12,Hunterstown CC 201,1.0
12,Hunterstown CC 401,0.666666667
12,Hunterstown CC 101,0.0060242420000000685
12,Hunterstown CC 301,1.0
12,Hamlet CT 6,0.494699647
12,Hamlet CT 4,0.494699647
12,Hamlet CT 2,1.0
12,Hamlet CT 5,1.0
12,Hamlet CT 1,1.0
12,Hamlet CT 3,0.494699647
12,Tosco (Linden CoGen),1.0
12,Summersville 2,0.0
12,Summersville 1,1.0
12,Hunlock 4,1.0
12,Columbus Renick Run 1,0.0
12,Columbus Renick Run 2,0.0
12,Columbus ST 8,0.0
12,Columbus ST 1,0.0
12,Columbus Dodge Park,0.0
12,Southern LF 5,1.0
12,Southern LF,1.0
12,Central LF,1.0
12,Greater Lebanon LF,1.0
12,Bethel Energy,0.0
12,Longview 1,0.0
12,Newland Park LF,1.0
12,Brunswick LF,0.0
12,Charles City Landfill,1.0
12,Chesterfield Landfill,1.0
12,King and Queen LF,1.0
12,Upton,1.0
12,Pine Grove LF,1.0
12,Rockville Diesel,0.0
12,Virginia Beach Landfill,1.0
12,Winnebago 3,1.0
12,Winnebago 4,1.0
12,Winnebago 2,1.0
12,Winnebago 1,1.0
12,Bear Garden,0.47385620900000003
12,Virginia City 1,0.598360656
12,Haverhill 1,1.0
12,Ottawa County LF 1,0.0
12,Ottawa County LF 2,1.0
12,Ottawa County LF 3,0.0
12,Carbon Limestone LF 16,1.0
12,Carbon Limestone LF 7,0.0
12,Carbon Limestone LF 5,1.0
12,Carbon Limestone LF 1,0.0
12,Carbon Limestone LF 15,1.0
12,Carbon Limestone LF 9,1.0
12,Carbon Limestone LF 6,1.0
12,Carbon Limestone LF 10,0.0
12,Carbon Limestone LF 4,1.0
12,Carbon Limestone LF 3,0.0
12,Carbon Limestone LF 8,1.0
12,Carbon Limestone LF 12,0.0
12,Carbon Limestone LF 13,0.0
12,Carbon Limestone LF 14,1.0
12,Carbon Limestone LF 2,0.0
12,Carbon Limestone LF 11,1.0
12,Lorain County LF 9,0.0
12,Lorain County LF 7,0.0
12,Lorain County LF 6,0.0
12,Lorain County LF 8,0.0
12,Lorain County LF 10,0.0
12,Lorain County LF 4,0.0
12,Lorain County LF 2,0.0
12,Lorain County LF 1,0.0
12,Lorain County LF 5,1.0
12,Lorain County LF 3,0.0
12,Cumberland County LF,1.0
12,Shippensburg LF (Community Refuse),1.0
12,Northern Tier LF,1.0
12,Stafford LF,0.0
12,Broad Mountain 2 LF (Hegins),0.38095238100000006
12,Pioneer Crossing LF,0.909090909
12,Arden LF,1.0
12,William Penn LF (Middle Peninsula),0.7833333330000001
12,King George LF,0.0
12,Cleveland County CT 1,0.0
12,Glendon LF,1.0
12,Erie County LF 1,0.0
12,Henrico County LF,0.0
12,Geneva LF 2,0.0
12,Geneva LF 5,1.0
12,Geneva LF 4,0.0
12,Geneva LF 3,1.0
12,Geneva LF 1,1.0
12,Mahoning LF 3,1.0
12,Mahoning LF 4,1.0
12,Mahoning LF 2,1.0
12,Mahoning LF 1,1.0
12,Mahoning LF 5,0.0
12,Bellefontaine LF,0.666666667
12,Reichs Ford LF,1.0
12,Middletown Coke (Yankee 1 emkts),0.787234043
12,Salem County LF,0.0
12,Pleasantville 2,1.0
12,Pleasantville 3,0.0
12,Pleasantville 1,1.0
12,Sussex County LF,1.0
12,Burlington Cty LF 4,0.0
12,Burlington Cty LF 5,0.0
12,Burlington Cty LF 2,0.0
12,Burlington Cty LF 1,0.0
12,Burlington Cty LF 3,0.0
12,Northeast LF 4,0.0
12,Northeast LF 3,1.0
12,Northeast LF 1,1.0
12,Northeast LF 2,1.0
12,Evergreen 1,1.0
12,Edgeboro LF,1.0
12,Millersville LF 2,1.0
12,Millersville LF 1,1.0
12,Christiana 11,1.0
12,Christiana 14,1.0
12,Woodbine LF 2 (Cape May),1.0
12,Woodbine LF 1 (Cape May),1.0
12,Woodbine LF 3 (Cape May),0.0
12,Delaware City 03,1.0
12,Delaware City 06,1.0
12,Delaware City 10,1.0
12,Delaware City 07,0.0
12,Edge Moor 03,1.0
12,Edge Moor 10,0.0
12,Edge Moor 05,1.0
12,Edge Moor 04,1.0
12,Cleveland County CT 4,0.0
12,Indian River 10,1.0
12,Indian River 04,0.870383439
12,Berrien Springs LF 3,1.0
12,Berrien Springs LF 1,0.0
12,Berrien Springs LF 2,1.0
12,West 1,0.0
12,Orchard Hills LF 1,1.0
12,Orchard Hills LF 2,1.0
12,Dover McKee Run 3,1.0
12,Dover McKee Run 1,1.0
12,Dover McKee Run 2,1.0
12,Cook 1,1.0
12,Cook 2,1.0
12,Pleasants 1,0.930088358
12,Pleasants 2,1.0
12,Racine 1,1.0
12,Racine 2,1.0
12,Calvert Cliffs 1,1.0
12,Calvert Cliffs 2,1.0
12,Duck Creek 1,0.0
12,Newton 2,0.5309589939999999
12,Newton 1,0.52450418
12,East Bend 2,0.8616666669999999
12,Zimmer 1,0.0
12,Brandon Shores 2,0.972072211
12,Brandon Shores 1,1.0
12,Perry 1,1.0
12,Braidwood 2,1.0
12,Braidwood 1,1.0
12,Byron 2,1.0
12,Byron 1,1.0
12,Lasalle 2,1.0
12,Lasalle 1,1.0
12,Killen GT 1,0.0
12,Killen 2,0.956666667
12,Catawba 1,1.0
12,Beaver Valley 1,0.0
12,Beaver Valley 2,1.0
12,Spurlock 3,1.0
12,Spurlock 1,1.0
12,Spurlock 2,1.0
12,Spurlock 4,1.0
12,Big Cajun II 2,1.0
12,Big Cajun II 1,1.0
12,Big Cajun II 3,1.0
12,Trimble 2,1.0
12,Trimble 1,1.0
12,Mansfield 3,1.0
12,Mansfield 2,1.0
12,Mansfield 1,1.0
12,Susquehanna 2,1.0
12,Susquehanna 1,1.0
12,Limerick 2,1.0
12,Limerick 1,1.0
12,Gibson 5,0.4959680000000001
12,Hope Creek 1,1.0
12,Davis Besse 1,1.0
12,Rockport 2,1.0
12,Rockport 1,1.0
12,Bath County 3,0.0
12,Bath County 6,0.0
12,Bath County 5,0.0
12,Bath County 2,1.0
12,Bath County 1,0.0
12,Bath County 4,0.0
12,North Anna 1,1.0
12,North Anna 2,1.0
12,Laurel,1.0
12,Mountaineer 1,1.0
12,Ocracoke 1,1.0
12,Center Hill 1,1.0
12,Center Hill 3,1.0
12,Center Hill 2,1.0
12,Cheatham 3,1.0
12,Cheatham 2,1.0
12,Cheatham 1,1.0
12,Yards Creek 3,0.0
12,Yards Creek 1,0.0
12,Yards Creek 2,0.0
12,London 1,1.0
12,London 2,1.0
12,London 3,1.0
12,Marmet 3,1.0
12,Marmet 1,1.0
12,Marmet 2,1.0
12,Winfield 3,1.0
12,Winfield 2,0.0
12,Winfield 1,1.0
12,Lake Lynn 3,1.0
12,Lake Lynn 2,1.0
12,Lake Lynn 1,1.0
12,Lake Lynn 4,1.0
12,Vineland Jet 1,1.0
12,Gravel Neck 3,1.0
12,Gravel Neck 4,1.0
12,Gravel Neck 5,1.0
12,Gravel Neck 2,0.0
12,Gravel Neck 1,0.0
12,Gravel Neck 6,1.0
12,Raystown,1.0
12,Forked River C1,1.0
12,Forked River C2,0.02325571400000004
12,Hay Road CT6,1.0
12,Hay Road ST8,0.677005348
12,Hay Road CT3,1.0
12,Hay Road CT1,1.0
12,Hay Road CT2,1.0
12,Hay Road CT7,0.0
12,Hay Road CT5,1.0
12,Hay Road ST4,1.0
12,Woodsdale GT 3,1.0
12,Woodsdale GT 4,1.0
12,Woodsdale GT 6,1.0
12,Woodsdale GT 2,1.0
12,Woodsdale GT 1,1.0
12,Woodsdale GT 5,1.0
12,Darbytown 4,1.0
12,Darbytown 2,0.6521739129999999
12,Darbytown 1,1.0
12,Darbytown 3,1.0
12,Clover 2,1.0
12,Clover 1,1.0
12,Lincoln 2,0.0
12,Lincoln 1,1.0
12,Lincoln 8,0.0
12,Lincoln 7,0.0
12,Lincoln 3,0.0
12,Lincoln 4,0.0
12,Lincoln 5,0.0
12,Lincoln 6,1.0
12,Sherman Avenue CT 1,0.0
12,Dover Parkland 11,1.0
12,Richmond CT 2,1.0
12,Richmond CT 1,1.0
12,Anderson CT 2,1.0
12,Anderson CT 3,0.0
12,Anderson CT 1,1.0
12,Bellville 1,1.0
12,Bellville 2,1.0
12,Pennsbury 1,0.25
12,Pennsbury 2,0.25
12,Fairless Hills B,1.0
12,Fairless Hills A,1.0
12,Tilton CT 2,0.0
12,Tilton CT 1,0.0
12,Tilton CT 4,0.0
12,Tilton CT 3,0.0
12,Montpelier 3,0.0
12,Montpelier 1,0.0
12,Montpelier 4,0.0
12,Montpelier 2,0.0
12,Rowan CT 2,1.0
12,Rowan CT 1,0.0
12,Rowan 4 CC,1.0
12,Rock Springs CT1,0.0
12,Rock Springs CT4,0.0
12,Rock Springs CT3,0.0
12,Rock Springs CT2,0.0
12,Marsh Run CT 2,1.0
12,Marsh Run CT 3,1.0
12,Marsh Run CT 1,1.0
12,Louisa CT 5,0.0
12,Louisa CT 2,1.0
12,Louisa CT 3,1.0
12,Louisa CT 4,1.0
12,Louisa CT 1,1.0
12,Remington 3,0.0
12,Remington 2,1.0
12,Remington 1,1.0
12,Remington 4,0.0
12,Ladysmith GT 2,1.0
12,Ladysmith GT 1,1.0
12,Ladysmith GT 3,0.0
12,Ladysmith GT 4,1.0
12,Ladysmith GT 5,1.0
12,Mone 1,1.0
12,Mone 3,0.0
12,Mone 2,0.0
12,Amelia Landfill,1.0
12,Clayton 2,0.0
12,Clayton 1 (Beasley),0.0
12,Mickleton CT 1,0.0
12,Three Mile Island 1,1.0
12,Croydon 11,1.0
12,Croydon 21,1.0
12,Croydon 32,1.0
12,Croydon 12,1.0
12,Croydon 22,1.0
12,Croydon 31,1.0
12,Croydon 41,1.0
12,Croydon 42,1.0
12,Gavin 1,1.0
12,Gavin 2,1.0
12,Seneca 1,0.0
12,Seneca 3,0.0
12,Seneca 2,0.0
12,Cheswick 1,0.43367346900000003
12,Glen Gardner A3,0.0
12,Glen Gardner B8,0.0
12,Glen Gardner B6,0.0
12,Glen Gardner A4,0.0
12,Glen Gardner B7,0.0
12,Glen Gardner B5,1.0
12,Glen Gardner A2,0.0
12,Glen Gardner A1,0.0
12,E.D. Edwards 3,0.892857143
12,E.D. Edwards 1,0.0
12,E.D. Edwards 2,0.897435897
12,Coffeen 1,0.5735294120000001
12,Coffeen 2,0.0
12,Dresden 3,1.0
12,Dresden 2,0.421574279
12,Joliet 6,1.0
12,Kincaid 1,1.0
12,Kincaid 2,1.0
12,Powerton 6,0.98051948
12,Powerton 5,1.0
12,Quad Cities 1,1.0
12,Quad Cities 2,1.0
12,Waukegan 7,1.0
12,Waukegan 32,0.0
12,Waukegan 31,0.849056604
12,Waukegan 8,1.0
12,Will County 4,1.0
12,Will County 3,0.941945406
12,Fisk 34,0.0
12,Fisk 33,0.0
12,Fisk 32,0.0
12,Fisk 31,0.43636363600000005
12,Joppa 6,1.0
12,Joppa 5,0.974107144
12,Joppa 3,0.979523808
12,Joppa 2,1.0
12,Joppa 4,1.0
12,Joppa 1,1.0
12,Hennepin 2,0.7964601769999999
12,Hennepin 1,1.0
12,Clifty Creek 6,1.0
12,Clifty Creek 4,1.0
12,Clifty Creek 3,0.0
12,Clifty Creek 5,1.0
12,Clifty Creek 1,1.0
12,Clifty Creek 2,0.92135922
12,Elkhart 3,1.0
12,Elkhart 2,0.0
12,Elkhart 1,1.0
12,Tanners Ck 2,1.0
12,Tanners Ck 1,1.0
12,Tanners Ck 3,0.0
12,Tanners Ck 4,0.8
12,Twinbrnch 5,0.0
12,Twinbrnch 2,1.0
12,Twinbrnch 4,1.0
12,Twinbrnch 1,0.0
12,Twinbrnch 8,0.0
12,Twinbrnch 6,1.0
12,Twinbrnch 7,1.0
12,Twinbrnch 3,1.0
12,DR1,1.0
12,DR2,1.0
12,DR3,1.0
12,DR4,1.0
12,DR5,1.0
13,General Foods 1 NUG,0.0
13,Kent CT 2,0.0
13,Kent CT 1,0.0
13,LGP NUG (Logan),1.0
13,Kinsley Landfill,0.333333333
13,Cogentrix Portsmouth 2 (Lk.Kingman),1.0
13,Cogentrix Portsmouth 1 (Lk.Kingman),1.0
13,PCLP1 NUG,0.0
13,Gilberton NUG,1.0
13,Harrisburg NUG,1.0
13,IUP NUG,1.0
13,Colver NUG,0.981818182
13,Grant Town,0.901234562
13,South River NUG,0.5216324029999999
13,Mt Carmel Cogen (FosterWheeler),1.0
13,Cogentrix Hopewell 2 (James River),0.8478260870000001
13,Cogentrix Hopewell 1 (James River),0.8478260870000001
13,Edgecombe 2 (Rocky Mt),1.0
13,Edgecombe 1 (Rocky Mt),1.0
13,Camden County RR NUG,0.52173913
13,CPGP NUG (Chambers/Carneys PT),1.0
13,Ebensburg NUG,1.0
13,Baltimore Resco NUG (Bresco),0.6315789470000001
13,Hopewell Cogen 1 (HCF),0.28075000000000006
13,Cambria County NUG,1.0
13,Essex County RR NUG (Covanta),1.0
13,AES Beaver,0.0
13,Warrior Run,1.0
13,Del Resource Mgmt Inc NUG,1.0
13,Camden COGEN,0.628930818
13,Hopewell Coal (Polyester),1.0
13,Altavista (Hall Branch),0.317460317
13,Southampton 1,1.0
13,Kenilworth NUG,0.0
13,Hazelton LM 200,0.0
13,Hazelton LM 400,0.0
13,Hazelton GT 100,0.0
13,Hazelton LM 300,0.0
13,Big Sandy 1,1.0
13,Big Sandy (AEP) 2,0.975
13,Big Sandy 4,1.0
13,Big Sandy (AEP) 1,0.925266893
13,Big Sandy 5,1.0
13,Big Sandy 3,0.5
13,Big Sandy 6,1.0
13,Big Sandy 2,1.0
13,Barkley 3,0.0
13,Barkley 2,1.0
13,Barkley 1,1.0
13,Barkley 4,1.0
13,Elmer Smith 1,0.498741722
13,Elmer Smith 2,1.0
13,Wolf Creek 6,1.0
13,Wolf Creek 5,1.0
13,Wolf Creek 4,1.0
13,Wolf Creek 1,1.0
13,Wolf Creek 2,1.0
13,Wolf Creek 3,1.0
13,Cooper 2,0.884955733
13,Cooper 1,1.0
13,Dale 2,0.0
13,Dale 3,0.0
13,Dale 4,0.0
13,Dale 1,0.0
13,Charles Crane CT 1,1.0
13,Charles Crane 1,0.89
13,Charles Crane 2,0.005102050999999941
13,Gould St 3,0.0
13,Herbert Wagner 4,1.0
13,Herbert Wagner 2,1.0
13,Herbert Wagner 3,1.0
13,Herbert Wagner 1,1.0
13,Herbert Wagner CT 1,1.0
13,Notch Cliff 3,0.0
13,Notch Cliff 2,0.0
13,Notch Cliff 5,0.0
13,Notch Cliff 7,0.0
13,Notch Cliff 6,0.0
13,Notch Cliff 8,0.0
13,Notch Cliff 1,0.0
13,Notch Cliff 4,0.0
13,Perryman 2,1.0
13,Perryman 51,1.0
13,Perryman 1,0.409836066
13,Perryman 4,1.0
13,Perryman 3,0.0
13,Philadelphia Road 4,1.0
13,Philadelphia Road 1,1.0
13,Philadelphia Road 3,1.0
13,Philadelphia Road 2,1.0
13,Riverside 7,1.0
13,Riverside 1 (Zelda 1),0.0
13,Riverside 2 (Zelda 2),1.0
13,Riverside 8,1.0
13,Riverside 6,0.0
13,Riverside 3 (Zelda 3),1.0
13,Riverside 4,0.0
13,Westport 5,0.0
13,Crisfield 14,0.6818182
13,Vienna 10,1.0
13,Vienna 08,0.916666667
13,Deep Creek 2,1.0
13,Deep Creek 1,1.0
13,Chalk Point CT 1,1.0
13,Chalk Point SMECO CT,1.0
13,Chalk Point CT 2,1.0
13,Chalk Point CT 3,1.0
13,Chalk Point 2,1.0
13,Chalk Point 3,0.0
13,Chalk Point CT 6,0.0
13,Chalk Point CT 4,0.0
13,Chalk Point 4,0.0
13,Chalk Point 1,1.0
13,Chalk Point CT 5,1.0
13,Dickerson CT,0.0
13,Dickerson H CT 2,0.0
13,Dickerson 1,1.0
13,Dickerson 3,0.879120879
13,Dickerson H CT 1,1.0
13,Dickerson 2,1.0
13,Morgantown CT 5,1.0
13,Morgantown CT 4,1.0
13,Morgantown CT 6,1.0
13,Morgantown CT 3,1.0
13,Morgantown CT 2,1.0
13,Morgantown 2,1.0
13,Morgantown 1,1.0
13,Morgantown CT 1,1.0
13,Conowingo 10,1.0
13,Conowingo 01,1.0
13,Conowingo 11,1.0
13,Conowingo 09,1.0
13,Conowingo 07,1.0
13,Conowingo 04,1.0
13,Conowingo 05,1.0
13,Conowingo 06,1.0
13,Conowingo 02,1.0
13,Conowingo 08,1.0
13,Conowingo 03,1.0
13,Easton 12,1.0
13,Easton 11,1.0
13,Easton 07,1.0
13,Easton101,0.0
13,Easton 13,1.0
13,Easton 10,1.0
13,Easton102,1.0
13,Easton 14,1.0
13,Easton 08,1.0
13,Easton 09,0.0
13,Berr Sprg 12,1.0
13,Berr Sprg 09,0.0
13,Berr Sprg 01,0.0
13,Berr Sprg 02,1.0
13,Berr Sprg 05,1.0
13,Berr Sprg 07,0.0
13,Berr Sprg 04,0.0
13,Berr Sprg 10,0.0
13,Berr Sprg 11,1.0
13,Berr Sprg 08,1.0
13,Berr Sprg 06,1.0
13,Berr Sprg 03,0.0
13,Buchanan 10,1.0
13,Buchanan 01,0.0
13,Buchanan 06,1.0
13,Buchanan 05,1.0
13,Buchanan 04,0.0
13,Buchanan 08,1.0
13,Buchanan 09,1.0
13,Buchanan 07,1.0
13,Buchanan 03,0.0
13,Buchanan 02,0.0
13,Constantine 2,0.0
13,Constantine 1,1.0
13,Constantine 4,1.0
13,Constantine 3,0.0
13,Mottville 1,1.0
13,Mottville 4,0.0
13,Mottville 2,1.0
13,Mottville 3,1.0
13,Clinton 1,1.0
13,England Diesel 4,0.0
13,England Diesel 2,0.0
13,England Diesel 3,0.0
13,England 2,1.0
13,England Diesel 1,0.0
13,England 1,0.0
13,England 3,0.0
13,Carll s Corner 1,0.0
13,Carll s Corner 2,0.0
13,Cedar Station 2,1.0
13,Cedar Station 1,1.0
13,Middle Station 1,0.0
13,Middle Station 3,0.0
13,Middle Station 2,0.0
13,Missouri Ave C,0.0
13,Missouri Ave B,1.0
13,Missouri Ave D,1.0
13,Deepwater 1,0.0
13,Deepwater 6/8,0.0
13,Werner C3,0.0
13,Werner C2,0.0
13,Werner C4,0.0
13,Werner C1,0.0
13,Oyster Creek 1,1.0
13,Sayreville C4,0.0
13,Sayreville C3,0.0
13,Sayreville C1,0.0
13,Sayreville C2,0.0
13,Gilbert 6,1.0
13,Gilbert C4,0.0
13,Gilbert C3,0.0
13,Gilbert C1,0.0
13,Gilbert 7,1.0
13,Gilbert 5,0.0
13,Gilbert 4,0.0
13,Gilbert C2,0.0
13,Gilbert CT 9,0.0
13,Gilbert 8CC,1.0
13,Bergen 3,0.0
13,Bergen 2CC,0.469798658
13,Bergen 1CC,0.786982222
13,Burlington 092,1.0
13,Burlington 093,1.0
13,Burlington 124,0.0
13,Burlington 091,1.0
13,Burlington 112,1.0
13,Burlington 123,0.0
13,Burlington 113,1.0
13,Burlington 008,1.0
13,Burlington 122,0.0
13,Burlington 111,0.0
13,Burlington 094,0.0
13,Burlington 114,0.0
13,Burlington 121,0.0
13,Edison 32,0.0
13,Edison 34,0.0
13,Edison 13,0.0
13,Edison 31,0.0
13,Edison 24,0.0
13,Edison 14,1.0
13,Edison 33,0.0
13,Edison 21,0.0
13,Edison 12,1.0
13,Edison 11,1.0
13,Edison 22,1.0
13,Edison 23,1.0
13,Essex 123,0.0
13,Essex 122,0.0
13,Essex 114,0.0
13,Essex 103,0.4375
13,Essex 121,0.0
13,Essex 101,1.0
13,Essex 9,1.0
13,Essex 104,1.0
13,Essex 124,0.0
13,Essex 112,0.0
13,Essex 111,0.0
13,Essex 113,0.0
13,Essex 102,1.0
13,Hudson 2,0.0
13,Kearney 133,1.0
13,Kearney 132,1.0
13,Kearney 134,1.0
13,Kearney 142,0.0
13,Kearney 124,1.0
13,Kearney 131,1.0
13,Kearney 09,0.0
13,Kearney 122,1.0
13,Kearney 121,0.022222273000000015
13,Kearney 141,0.0
13,Kearney 123,1.0
13,Linden 1,0.25664955700000003
13,Linden 2,0.255014772
13,Linden 8,1.0
13,Linden 7,0.0
13,Linden 6,1.0
13,Linden 5,0.0
13,Mercer 1,0.0
13,Mercer 2,0.0
13,Mercer 3,0.0
13,National Park,0.0
13,Salem 1,1.0
13,Salem 3,1.0
13,Salem 2,1.0
13,Sewaren 1,0.0
13,Sewaren 2,0.0
13,Sewaren 6,0.0
13,Sewaren 3,0.0
13,Sewaren 4,0.0
13,Vineland CT 11,1.0
13,Gaston 4,1.0
13,Gaston 2,1.0
13,Gaston 1,0.0
13,Gaston 3,0.0
13,Roanoke Rapids 1,1.0
13,Roanoke Rapids 3,1.0
13,Roanoke Rapids 4,1.0
13,Roanoke Rapids 2,1.0
13,Buxton 3,0.0
13,Buxton 1,0.0
13,Buxton 2,0.0
13,Buxton 5,0.0
13,Buxton 4,0.0
13,Cardinal 1,0.0
13,Cardinal 3,0.0
13,Cardinal 2,0.891666667
13,Beckjord 5,0.918487395
13,Beckjord GT 4,0.0
13,Beckjord GT 1,0.0
13,Beckjord 6,0.935714286
13,Beckjord 4,0.0
13,Beckjord GT 3,0.0
13,Beckjord GT 2,0.0
13,Dicks Creek 5,0.0
13,Dicks Creek 4,1.0
13,Dicks Creek 3,0.0
13,Dicks Creek 1,0.0
13,Miami Fort 6,0.0
13,Miami Fort GT 4,1.0
13,Miami Fort GT 3,0.0
13,Miami Fort 7,1.0
13,Miami Fort GT 5,1.0
13,Miami Fort 8,1.0
13,Miami Fort GT 6,1.0
13,Ashtabula 5,0.26119402999999997
13,Avon Lake 7,1.0
13,Avon Lake 10,0.0
13,Avon Lake 9,1.0
13,Eastlake 2,1.0
13,Eastlake 6 CT,0.0
13,Eastlake 3,0.668965517
13,Eastlake 1,1.0
13,Lake Shore D2,0.0
13,Lake Shore 18,0.652985075
13,Lake Shore D1,0.0
13,Conesville 6,1.0
13,Conesville 4,1.0
13,Conesville 5,1.0
13,Picway 5,0.0
13,Tait GT 2,0.0
13,Tait GT 3,0.0
13,Tait GT 1,0.0
13,Tait D 4,0.0
13,Tait D 1,0.0
13,Tait D 3,0.28571440000000004
13,Tait D 2,0.0
13,Hutchings CT 7,0.0
13,Hutchings 3,0.0
13,Hutchings 6,0.0
13,Hutchings 1,0.0
13,Hutchings 2,0.0
13,Hutchings 5,0.0
13,Stuart 1,0.839316239
13,Stuart 4,0.924914684
13,Stuart 2,0.837883966
13,Stuart D 2,0.0
13,Stuart D 1,0.0
13,Stuart 3,0.0
13,Stuart D 4,0.0
13,Stuart D 3,0.0
13,Monument D 3,0.0
13,Monument D 5,0.0
13,Monument D 2,0.0
13,Monument D 1,0.0
13,Monument D 4,0.0
13,Sidney D 3,0.0
13,Sidney D 2,0.0
13,Sidney D 4,0.0
13,Sidney D 1,0.0
13,Sidney D 5,0.0
13,Yankee GT 4,0.0
13,Yankee GT 7,0.0
13,Yankee GT 5,0.0
13,Yankee GT 2,0.0
13,Yankee GT 1,0.0
13,Yankee GT 6,0.0
13,Yankee GT 3,0.0
13,Niles CT A,0.0
13,Burger B2,0.0
13,Burger B1,0.0
13,Burger A,0.0
13,Sammis B2,0.0
13,Sammis B3,0.0
13,Sammis 3,1.0
13,Sammis 6,1.0
13,Sammis 2,1.0
13,Sammis 1,1.0
13,Sammis A,0.0
13,Sammis 5,0.966666667
13,Sammis B1,0.0
13,Sammis 4,1.0
13,Sammis B4,0.0
13,Sammis 7,1.0
13,West Lorain 2,0.0
13,West Lorain A (Beaver),1.0
13,West Lorain 4,1.0
13,West Lorain B (Beaver),0.0
13,West Lorain 5,0.0
13,West Lorain 3,1.0
13,West Lorain 6,1.0
13,Muskigum Rv 1,0.0
13,Muskigum Rv 2,0.0
13,Muskigum Rv 4,0.0
13,Muskigum Rv 5,1.0
13,Muskigum Rv 3,0.523560209
13,Kyger Creek 5,1.0
13,Kyger Creek 1,1.0
13,Kyger Creek 3,0.735121951
13,Kyger Creek 2,1.0
13,Kyger Creek 4,1.0
13,Bay Shore 1,0.0
13,Bay Shore CT,1.0
13,Richland 6,0.0
13,Richland 2,0.0
13,Richland 5,0.0
13,Richland 4,0.0
13,Richland 3,0.0
13,Richland 1,0.0
13,Stryker 1,0.0
13,Brunot Island 1A,1.0
13,Brunot Island 1B,0.0
13,Brunot Island 1C,0.0
13,Brunot Island 2B,0.0
13,Brunot Island 4,0.0
13,Brunot Island 2A,0.0
13,Brunot Island 3,0.0
13,Elrama 4,0.0
13,Elrama 1,0.0
13,Elrama 3,0.0
13,Elrama 2,0.0
13,Hamilton 1,1.0
13,Hunterstown 3,0.0
13,Hunterstown 2,0.0
13,Hunterstown 1,1.0
13,Mountain 2,0.0
13,Mountain 1,0.0
13,Orrtanna 1,1.0
13,Portland 4,1.0
13,Portland 1,0.0
13,Portland 2,0.0
13,Portland 3,0.0
13,Portland 5,1.0
13,Shawnee 1,1.0
13,Titus 5,1.0
13,Titus 4,0.0
13,Tolna 2,1.0
13,Tolna 1,1.0
13,York Haven Hydro,0.30000000000000004
13,Conemaugh Diesel B,1.0
13,Conemaugh Diesel D,1.0
13,Conemaugh Diesel A,1.0
13,Conemaugh 2,1.0
13,Conemaugh Diesel C,1.0
13,Conemaugh 1,1.0
13,Blossburg CT,0.0
13,Homer City 3,0.627692308
13,Homer City 2,0.602605863
13,Homer City 1,1.0
13,Piney 2,1.0
13,Piney 1,1.0
13,Piney 3,1.0
13,Seward 1,0.961904762
13,Shawville 3,0.777777778
13,Shawville 7,0.0
13,Shawville 5,1.0
13,Shawville 1,0.837209297
13,Shawville 6,1.0
13,Shawville 4,1.0
13,Shawville 2,0.830769231
13,Warren CT,1.0
13,Keystone 2,0.854891816
13,Keystone Diesel 6,1.0
13,Keystone 1,1.0
13,Keystone Diesel 5,1.0
13,Keystone Diesel 3,1.0
13,Keystone Diesel 4,1.0
13,New Castle 5,1.0
13,New Castle 4,0.0
13,New Castle 3,1.0
13,New Castle EMD B,0.0
13,New Castle EMD A,1.0
13,Allentown 4,0.0
13,Allentown 2,0.0
13,Allentown 1,0.0
13,Allentown 3,0.0
13,Brunner Island Diesel 1,1.0
13,Brunner Island Diesel 3,1.0
13,Brunner Island 2,1.0
13,Brunner Island 3,0.913333338
13,Brunner Island Diesel 2,0.0
13,Brunner Island 1,1.0
13,Fishbach 2,0.0
13,Fishbach 1,0.0
